,participant,concept,exemplar,rank_order,normed_rank_order
2618,gpt3.5_iter114,orologio,da polso con funzione di sveglia,16,0.21052631578947367
2619,gpt3.5_iter114,orologio,da polso con funzione di timer,17,0.1578947368421053
2620,gpt3.5_iter114,orologio,da polso con funzione di calcolatrice,18,0.10526315789473684
2621,gpt3.5_iter114,orologio,da polso con funzione di illuminazione notturna,19,0.052631578947368474
2622,gpt3.5_iter115,orso,orso polare,1,1.0
2623,gpt3.5_iter115,orso,orso bruno,2,0.9
2624,gpt3.5_iter115,orso,orso grizzly,3,0.8
2625,gpt3.5_iter115,orso,orso panda,4,0.7
2626,gpt3.5_iter115,orso,orso koala,5,0.6
2627,gpt3.5_iter115,orso,orso sloth,6,0.5
2628,gpt3.5_iter115,orso,orso nero,7,0.4
2630,gpt3.5_iter115,orso,orso kodiak,9,0.19999999999999996
2631,gpt3.5_iter115,orso,orso luna,10,0.09999999999999998
2632,gpt3.5_iter116,padella,padella antiaderente,1,1.0
2633,gpt3.5_iter116,padella,padella in ghisa,2,0.875
2634,gpt3.5_iter116,padella,padella wok,3,0.75
2635,gpt3.5_iter116,padella,padella per frittate,4,0.625
2636,gpt3.5_iter116,padella,padella per crepes,5,0.5
2637,gpt3.5_iter116,padella,padella per paella,6,0.375
2638,gpt3.5_iter116,padella,padella per grigliate,7,0.25
2639,gpt3.5_iter116,padella,padella per saltare,8,0.125
2640,gpt3.5_iter117,palla,calcio,1,1.0
2641,gpt3.5_iter117,palla,basket,2,0.9545454545454546
2642,gpt3.5_iter117,palla,tennis,3,0.9090909090909091
2643,gpt3.5_iter117,palla,pallavolo,4,0.8636363636363636
2644,gpt3.5_iter117,palla,rugby,5,0.8181818181818181
2645,gpt3.5_iter117,palla,pallamano,6,0.7727272727272727
2646,gpt3.5_iter117,palla,pallanuoto,7,0.7272727272727273
2647,gpt3.5_iter117,palla,baseball,8,0.6818181818181819
2648,gpt3.5_iter117,palla,golf,9,0.6363636363636364
2649,gpt3.5_iter117,palla,bocce,10,0.5909090909090908
2650,gpt3.5_iter117,palla,bowling,11,0.5454545454545454
2651,gpt3.5_iter117,palla,pallacanestro,12,0.5
2652,gpt3.5_iter117,palla,pallavolo da spiaggia,13,0.4545454545454546
2653,gpt3.5_iter117,palla,pallone da calcio,14,0.40909090909090906
2654,gpt3.5_iter117,palla,pallone da basket,15,0.36363636363636365
2655,gpt3.5_iter117,palla,pallone da rugby,16,0.31818181818181823
2656,gpt3.5_iter117,palla,pallone da pallamano,17,0.2727272727272727
2657,gpt3.5_iter117,palla,pallone da pallanuoto,18,0.2272727272727273
2658,gpt3.5_iter117,palla,pallone da baseball,19,0.18181818181818177
2659,gpt3.5_iter117,palla,pallone da golf,20,0.13636363636363635
2660,gpt3.5_iter117,palla,pallone da bocce,21,0.09090909090909094
2661,gpt3.5_iter117,palla,pallone da bowling,22,0.045454545454545414
2662,gpt3.5_iter118,pancia,gonfia,1,1.0
2663,gpt3.5_iter118,pancia,piatta,2,0.9
2664,gpt3.5_iter118,pancia,tonica,3,0.8
2665,gpt3.5_iter118,pancia,prominente,4,0.7
2666,gpt3.5_iter118,pancia,scolpita,5,0.6
2667,gpt3.5_iter118,pancia,grassa,6,0.5
2668,gpt3.5_iter118,pancia,muscolosa,7,0.4
2669,gpt3.5_iter118,pancia,tesa,8,0.30000000000000004
2670,gpt3.5_iter118,pancia,flaccida,9,0.19999999999999996
2671,gpt3.5_iter118,pancia,gravidanza,10,0.09999999999999998
2672,gpt3.5_iter119,pane,baguette,1,1.0
2673,gpt3.5_iter119,pane,ciabatta,2,0.9736842105263158
2674,gpt3.5_iter119,pane,pane integrale,3,0.9473684210526316
2675,gpt3.5_iter119,pane,pane ai cereali,4,0.9210526315789473
2676,gpt3.5_iter119,pane,pane toscano,5,0.8947368421052632
2677,gpt3.5_iter119,pane,pane pugliese,6,0.868421052631579
2678,gpt3.5_iter119,pane,pane di segale,7,0.8421052631578947
2679,gpt3.5_iter119,pane,pane di mais,8,0.8157894736842105
2680,gpt3.5_iter119,pane,pane di kamut,9,0.7894736842105263
2681,gpt3.5_iter119,pane,pane di farro,10,0.7631578947368421
2682,gpt3.5_iter119,pane,pane senza glutine,11,0.736842105263158
2683,gpt3.5_iter119,pane,pane ai semi di girasole,12,0.7105263157894737
2684,gpt3.5_iter119,pane,pane ai semi di lino,13,0.6842105263157895
2685,gpt3.5_iter119,pane,pane ai semi di sesamo,14,0.6578947368421053
2686,gpt3.5_iter119,pane,pane ai semi di papavero,15,0.631578947368421
2687,gpt3.5_iter119,pane,pane ai semi di chia,16,0.6052631578947368
2688,gpt3.5_iter119,pane,pane ai semi di zucca,17,0.5789473684210527
2689,gpt3.5_iter119,pane,pane ai semi di quinoa,18,0.5526315789473684
2690,gpt3.5_iter119,pane,pane ai semi di amaranto,19,0.5263157894736843
2691,gpt3.5_iter119,pane,pane ai semi di carote,20,0.5
2692,gpt3.5_iter119,pane,pane ai semi di noci,21,0.4736842105263158
2693,gpt3.5_iter119,pane,pane ai semi di mandorle,22,0.4473684210526315
2694,gpt3.5_iter119,pane,pane ai semi di pistacchio,23,0.42105263157894735
2695,gpt3.5_iter119,pane,pane ai semi di anice,24,0.39473684210526316
2696,gpt3.5_iter119,pane,pane ai semi di finocchio,25,0.368421052631579
2697,gpt3.5_iter119,pane,pane ai semi di cumino,26,0.3421052631578947
2698,gpt3.5_iter119,pane,pane ai semi di coriandolo,27,0.3157894736842105
2699,gpt3.5_iter119,pane,pane ai semi di rosmarino,28,0.2894736842105263
2700,gpt3.5_iter119,pane,pane ai semi di origano,29,0.26315789473684215
2701,gpt3.5_iter119,pane,pane ai semi di basilico,30,0.23684210526315785
2702,gpt3.5_iter119,pane,pane ai semi di timo,31,0.21052631578947367
2703,gpt3.5_iter119,pane,pane ai semi di salvia,32,0.1842105263157895
2704,gpt3.5_iter119,pane,pane ai semi di prezzemolo,33,0.1578947368421053
2705,gpt3.5_iter119,pane,pane ai semi di menta,34,0.13157894736842102
2706,gpt3.5_iter119,pane,pane ai semi di peperoncino,35,0.10526315789473684
2707,gpt3.5_iter119,pane,pane ai semi di aglio,36,0.07894736842105265
2708,gpt3.5_iter119,pane,pane ai semi di cipolla,37,0.052631578947368474
2709,gpt3.5_iter119,pane,pane ai semi di zenzero,38,0.02631578947368418
2710,gpt3.5_iter120,pantalone,jeans,1,1.0
2711,gpt3.5_iter120,pantalone,pantaloni a sigaretta,2,0.967741935483871
2712,gpt3.5_iter120,pantalone,pantaloni a zampa d'elefante,3,0.935483870967742
2713,gpt3.5_iter120,pantalone,pantaloni cargo,4,0.9032258064516129
2714,gpt3.5_iter120,pantalone,pantaloni culotte,5,0.8709677419354839
2715,gpt3.5_iter120,pantalone,pantaloni a vita alta,6,0.8387096774193549
2716,gpt3.5_iter120,pantalone,pantaloni a vita bassa,7,0.8064516129032258
2717,gpt3.5_iter120,pantalone,pantaloni a palazzo,8,0.7741935483870968
2718,gpt3.5_iter120,pantalone,pantaloni a pinocchietto,9,0.7419354838709677
2741,gpt3.5_iter121,pasta,spaghetti,1,1.0
2742,gpt3.5_iter121,pasta,penne,2,0.967741935483871
2743,gpt3.5_iter121,pasta,fusilli,3,0.935483870967742
2744,gpt3.5_iter121,pasta,farfalle,4,0.9032258064516129
2745,gpt3.5_iter121,pasta,rigatoni,5,0.8709677419354839
2746,gpt3.5_iter121,pasta,linguine,6,0.8387096774193549
2747,gpt3.5_iter121,pasta,maccheroni,7,0.8064516129032258
2748,gpt3.5_iter121,pasta,tagliatelle,8,0.7741935483870968
2749,gpt3.5_iter121,pasta,tortellini,9,0.7419354838709677
2750,gpt3.5_iter121,pasta,ravioli,10,0.7096774193548387
2751,gpt3.5_iter121,pasta,gnocchi,11,0.6774193548387097
2752,gpt3.5_iter121,pasta,lasagne,12,0.6451612903225806
2753,gpt3.5_iter121,pasta,cannelloni,13,0.6129032258064516
2754,gpt3.5_iter121,pasta,orecchiette,14,0.5806451612903225
2755,gpt3.5_iter121,pasta,pappardelle,15,0.5483870967741935
2756,gpt3.5_iter121,pasta,fettuccine,16,0.5161290322580645
2757,gpt3.5_iter121,pasta,vermicelli,17,0.4838709677419355
2758,gpt3.5_iter121,pasta,bucatini,18,0.4516129032258065
2759,gpt3.5_iter121,pasta,conchiglie,19,0.4193548387096774
2760,gpt3.5_iter121,pasta,strozzapreti,20,0.3870967741935484
2761,gpt3.5_iter121,pasta,cavatelli,21,0.3548387096774194
2762,gpt3.5_iter121,pasta,paccheri,22,0.32258064516129037
2763,gpt3.5_iter121,pasta,trofie,23,0.29032258064516125
2764,gpt3.5_iter121,pasta,garganelli,24,0.25806451612903225
2765,gpt3.5_iter121,pasta,fusilli bucati,25,0.22580645161290325
2766,gpt3.5_iter121,pasta,casarecce,26,0.19354838709677424
2767,gpt3.5_iter121,pasta,pici,27,0.16129032258064513
2768,gpt3.5_iter121,pasta,maltagliati,28,0.12903225806451613
2769,gpt3.5_iter121,pasta,fregula,29,0.09677419354838712
2770,gpt3.5_iter121,pasta,orzo,30,0.06451612903225812
2771,gpt3.5_iter121,pasta,couscous,31,0.032258064516129004
2772,gpt3.5_iter122,pastello,matita,1,1.0
2773,gpt3.5_iter122,pastello,gessetto,2,0.8888888888888888
2774,gpt3.5_iter122,pastello,pastello ad olio,3,0.7777777777777778
2775,gpt3.5_iter122,pastello,pastello a cera,4,0.6666666666666667
2776,gpt3.5_iter122,pastello,pastello acquerellabile,5,0.5555555555555556
2777,gpt3.5_iter122,pastello,pastello secco,6,0.4444444444444444
2778,gpt3.5_iter122,pastello,pastello a tempera,7,0.33333333333333337
2779,gpt3.5_iter122,pastello,pastello a matita,8,0.2222222222222222
2780,gpt3.5_iter122,pastello,pastello a carboncino,9,0.11111111111111116
2781,gpt3.5_iter123,pavimento,marmo,1,1.0
2782,gpt3.5_iter123,pavimento,legno,2,0.9473684210526316
2783,gpt3.5_iter123,pavimento,piastrelle,3,0.8947368421052632
2784,gpt3.5_iter123,pavimento,parquet,4,0.8421052631578947
2785,gpt3.5_iter123,pavimento,linoleum,5,0.7894736842105263
2786,gpt3.5_iter123,pavimento,laminato,6,0.736842105263158
2787,gpt3.5_iter123,pavimento,cemento,7,0.6842105263157895
2788,gpt3.5_iter123,pavimento,terrazzo,8,0.631578947368421
2789,gpt3.5_iter123,pavimento,moquette,9,0.5789473684210527
2790,gpt3.5_iter123,pavimento,gres porcellanato,10,0.5263157894736843
2791,gpt3.5_iter123,pavimento,resina,11,0.4736842105263158
2792,gpt3.5_iter123,pavimento,vinile,12,0.42105263157894735
2793,gpt3.5_iter123,pavimento,pvc,13,0.368421052631579
2794,gpt3.5_iter123,pavimento,cotto,14,0.3157894736842105
2795,gpt3.5_iter123,pavimento,granito,15,0.26315789473684215
2796,gpt3.5_iter123,pavimento,ardesia,16,0.21052631578947367
2797,gpt3.5_iter123,pavimento,travertino,17,0.1578947368421053
2798,gpt3.5_iter123,pavimento,quarzo,18,0.10526315789473684
2799,gpt3.5_iter123,pavimento,pietra naturale,19,0.052631578947368474
2800,gpt3.5_iter124,penna,sfera,1,1.0
2801,gpt3.5_iter124,penna,roller,2,0.9642857142857143
2802,gpt3.5_iter124,penna,stilografica,3,0.9285714285714286
2803,gpt3.5_iter124,penna,biro,4,0.8928571428571429
2804,gpt3.5_iter124,penna,pennarello,5,0.8571428571428572
2805,gpt3.5_iter124,penna,pennino,6,0.8214285714285714
2806,gpt3.5_iter124,penna,penna a gel,7,0.7857142857142857
2807,gpt3.5_iter124,penna,penna a inchiostro,8,0.75
2808,gpt3.5_iter124,penna,penna a china,9,0.7142857142857143
2809,gpt3.5_iter124,penna,penna a punta fine,10,0.6785714285714286
2810,gpt3.5_iter124,penna,penna a punta larga,11,0.6428571428571428
2811,gpt3.5_iter124,penna,penna a sfera retrattile,12,0.6071428571428572
2812,gpt3.5_iter124,penna,penna a sfera con grip,13,0.5714285714285714
2813,gpt3.5_iter124,penna,penna a sfera con clip,14,0.5357142857142857
2814,gpt3.5_iter124,penna,penna a sfera con corpo trasparente,15,0.5
2815,gpt3.5_iter124,penna,penna a sfera con corpo colorato,16,0.4642857142857143
2816,gpt3.5_iter124,penna,penna a sfera con corpo metallico,17,0.4285714285714286
2817,gpt3.5_iter124,penna,penna a sfera con punta fine,18,0.3928571428571429
2818,gpt3.5_iter124,penna,penna a sfera con punta media,19,0.3571428571428571
2819,gpt3.5_iter124,penna,penna a sfera con punta larga,20,0.3214285714285714
2820,gpt3.5_iter124,penna,penna a sfera con inchiostro nero,21,0.2857142857142857
2821,gpt3.5_iter124,penna,penna a sfera con inchiostro blu,22,0.25
2822,gpt3.5_iter124,penna,penna a sfera con inchiostro rosso,23,0.2142857142857143
2823,gpt3.5_iter124,penna,penna a sfera con inchiostro verde,24,0.1785714285714286
2824,gpt3.5_iter124,penna,penna a sfera con inchiostro colorato,25,0.1428571428571429
2825,gpt3.5_iter124,penna,penna a sfera con inchiostro cancellabile,26,0.1071428571428571
2826,gpt3.5_iter124,penna,penna a sfera con inchiostro a base d'acqua,27,0.0714285714285714
2827,gpt3.5_iter124,penna,penna a sfera,28,0.0357142857142857
2828,gpt3.5_iter125,pennello,pennello piatto,1,1.0
2829,gpt3.5_iter125,pennello,pennello tondo,2,0.9333333333333333
2830,gpt3.5_iter125,pennello,pennello per acquerello,3,0.8666666666666667
2831,gpt3.5_iter125,pennello,pennello per olio,4,0.8
2832,gpt3.5_iter125,pennello,pennello per vernice,5,0.7333333333333334
2833,gpt3.5_iter125,pennello,pennello per trucco,6,0.6666666666666667
2834,gpt3.5_iter125,pennello,pennello per unghie,7,0.6
2835,gpt3.5_iter125,pennello,pennello per barba,8,0.5333333333333333
2836,gpt3.5_iter125,pennello,pennello per capelli,9,0.4666666666666667
2837,gpt3.5_iter125,pennello,pennello per pulizia,10,0.4
2838,gpt3.5_iter125,pennello,pennello per calligrafia,11,0.33333333333333337
2839,gpt3.5_iter125,pennello,pennello per decorazioni,12,0.2666666666666667
2840,gpt3.5_iter125,pennello,pennello per stucco,13,0.19999999999999996
2841,gpt3.5_iter125,pennello,pennello per sfumature,14,0.1333333333333333
2842,gpt3.5_iter125,pennello,pennello per ritocchi,15,0.06666666666666665
2843,gpt3.5_iter126,pentola,pentola a pressione,1,1.0
2844,gpt3.5_iter126,pentola,pentola per pasta,2,0.9
2845,gpt3.5_iter126,pentola,pentola antiaderente,3,0.8
2846,gpt3.5_iter126,pentola,pentola a doppio fondo,4,0.7
2847,gpt3.5_iter126,pentola,pentola per riso,5,0.6
2848,gpt3.5_iter126,pentola,pentola per zuppe,6,0.5
2849,gpt3.5_iter126,pentola,pentola per frittura,7,0.4
2850,gpt3.5_iter126,pentola,pentola per cottura a vapore,8,0.30000000000000004
2851,gpt3.5_iter126,pentola,pentola per brasare,9,0.19999999999999996
2852,gpt3.5_iter126,pentola,pentola per bollire,10,0.09999999999999998
2853,gpt3.5_iter127,pesce,salmone,1,1.0
2854,gpt3.5_iter127,pesce,tonno,2,0.975609756097561
2855,gpt3.5_iter127,pesce,merluzzo,3,0.9512195121951219
2856,gpt3.5_iter127,pesce,sogliola,4,0.926829268292683
2857,gpt3.5_iter127,pesce,orata,5,0.9024390243902439
2858,gpt3.5_iter127,pesce,branzino,6,0.8780487804878049
2859,gpt3.5_iter127,pesce,sgombro,7,0.8536585365853658
2860,gpt3.5_iter127,pesce,aringa,8,0.8292682926829268
2861,gpt3.5_iter127,pesce,trota,9,0.8048780487804879
2862,gpt3.5_iter127,pesce,pesce spada,10,0.7804878048780488
2863,gpt3.5_iter127,pesce,cernia,11,0.7560975609756098
2864,gpt3.5_iter127,pesce,rombo,12,0.7317073170731707
2865,gpt3.5_iter127,pesce,nasello,13,0.7073170731707317
2866,gpt3.5_iter127,pesce,merlano,14,0.6829268292682926
2867,gpt3.5_iter127,pesce,platessa,15,0.6585365853658536
2868,gpt3.5_iter127,pesce,triglia,16,0.6341463414634146
2869,gpt3.5_iter127,pesce,sardina,17,0.6097560975609756
2870,gpt3.5_iter127,pesce,pesce gatto,18,0.5853658536585367
2871,gpt3.5_iter127,pesce,pesce persico,19,0.5609756097560976
2872,gpt3.5_iter127,pesce,pesce persico reale,20,0.5365853658536586
2873,gpt3.5_iter127,pesce,pesce persico sole,21,0.5121951219512195
2874,gpt3.5_iter127,pesce,pesce persico trota,22,0.4878048780487805
2875,gpt3.5_iter127,pesce,pesce persico zebra,23,0.46341463414634143
2876,gpt3.5_iter127,pesce,pesce persico americano,24,0.4390243902439024
2877,gpt3.5_iter127,pesce,pesce persico europeo,25,0.41463414634146345
2878,gpt3.5_iter127,pesce,pesce persico africano,26,0.3902439024390244
2879,gpt3.5_iter127,pesce,pesce persico asiatico,27,0.36585365853658536
2880,gpt3.5_iter127,pesce,pesce persico australiano,28,0.3414634146341463
2881,gpt3.5_iter127,pesce,pesce persico sudamericano,29,0.31707317073170727
2882,gpt3.5_iter127,pesce,pesce persico nordamericano,30,0.29268292682926833
2883,gpt3.5_iter127,pesce,pesce persico oceanico,31,0.2682926829268293
2884,gpt3.5_iter127,pesce,pesce persico fluviale,32,0.24390243902439024
2885,gpt3.5_iter127,pesce,pesce persico marino,33,0.2195121951219512
2886,gpt3.5_iter127,pesce,pesce persico di acqua dolce,34,0.19512195121951215
2887,gpt3.5_iter127,pesce,pesce persico di acqua salata,35,0.1707317073170732
2888,gpt3.5_iter127,pesce,pesce persico di acqua salmastra,36,0.14634146341463417
2889,gpt3.5_iter127,pesce,pesce persico di acqua fredda,37,0.12195121951219512
2890,gpt3.5_iter127,pesce,pesce persico di acqua calda,38,0.09756097560975607
2891,gpt3.5_iter127,pesce,pesce persico di acqua temperata,39,0.07317073170731703
2892,gpt3.5_iter127,pesce,pesce persico di acqua tropicale,40,0.04878048780487809
2893,gpt3.5_iter127,pesce,pesce persico di acqu,41,0.024390243902439046
2894,gpt3.5_iter128,piatto,piatto fondo,1,1.0
2895,gpt3.5_iter128,piatto,piatto piano,2,0.9772727272727273
2896,gpt3.5_iter128,piatto,piatto da portata,3,0.9545454545454546
2897,gpt3.5_iter128,piatto,piatto da dessert,4,0.9318181818181819
2898,gpt3.5_iter128,piatto,piatto da insalata,5,0.9090909090909091
2899,gpt3.5_iter128,piatto,piatto da pizza,6,0.8863636363636364
2900,gpt3.5_iter128,piatto,piatto da sushi,7,0.8636363636363636
2901,gpt3.5_iter128,piatto,piatto da antipasto,8,0.8409090909090909
2902,gpt3.5_iter128,piatto,piatto da pasta,9,0.8181818181818181
2903,gpt3.5_iter128,piatto,piatto da zuppa,10,0.7954545454545454
2904,gpt3.5_iter128,piatto,piatto da formaggio,11,0.7727272727272727
2905,gpt3.5_iter128,piatto,piatto da frutta,12,0.75
2906,gpt3.5_iter128,piatto,piatto da pesce,13,0.7272727272727273
2907,gpt3.5_iter128,piatto,piatto da carne,14,0.7045454545454546
2908,gpt3.5_iter128,piatto,piatto da pane,15,0.6818181818181819
2909,gpt3.5_iter128,piatto,piatto da dolce,16,0.6590909090909092
2910,gpt3.5_iter128,piatto,piatto da finger food,17,0.6363636363636364
2911,gpt3.5_iter128,piatto,piatto da tapas,18,0.6136363636363636
2912,gpt3.5_iter128,piatto,piatto da buffet,19,0.5909090909090908
2913,gpt3.5_iter128,piatto,piatto da degustazione,20,0.5681818181818181
2938,gpt3.5_iter129,piede,piede umano,1,1.0
2939,gpt3.5_iter129,piede,piede di un animale,2,0.9
2940,gpt3.5_iter129,piede,piede di un tavolo,3,0.8
2941,gpt3.5_iter129,piede,piede di un letto,4,0.7
2942,gpt3.5_iter129,piede,piede di una sedia,5,0.6
2943,gpt3.5_iter129,piede,piede di un albero,6,0.5
2944,gpt3.5_iter129,piede,piede di un ponte,7,0.4
2945,gpt3.5_iter129,piede,piede di una montagna,8,0.30000000000000004
2946,gpt3.5_iter129,piede,piede di una scala,9,0.19999999999999996
2947,gpt3.5_iter129,piede,piede di un giocatore di calcio,10,0.09999999999999998
2948,gpt3.5_iter130,pino,pino silvestre,1,1.0
2949,gpt3.5_iter130,pino,pino marittimo,2,0.9772727272727273
2950,gpt3.5_iter130,pino,pino domestico,3,0.9545454545454546
2951,gpt3.5_iter130,pino,pino cembro,4,0.9318181818181819
2952,gpt3.5_iter130,pino,pino nero,5,0.9090909090909091
2953,gpt3.5_iter130,pino,pino bianco,6,0.8863636363636364
2954,gpt3.5_iter130,pino,pino di aleppo,7,0.8636363636363636
2955,gpt3.5_iter130,pino,pino di monterey,8,0.8409090909090909
2956,gpt3.5_iter130,pino,pino di norfolk,9,0.8181818181818181
2957,gpt3.5_iter130,pino,pino di sumatra,10,0.7954545454545454
2958,gpt3.5_iter130,pino,pino di jeffrey,11,0.7727272727272727
2959,gpt3.5_iter130,pino,pino di bristlecone,12,0.75
2960,gpt3.5_iter130,pino,pino di lodgepole,13,0.7272727272727273
2961,gpt3.5_iter130,pino,pino di ponderosa,14,0.7045454545454546
2962,gpt3.5_iter130,pino,pino di douglas,15,0.6818181818181819
2963,gpt3.5_iter130,pino,pino di siberia,16,0.6590909090909092
2964,gpt3.5_iter130,pino,pino di mugo,17,0.6363636363636364
2965,gpt3.5_iter130,pino,pino di limber,18,0.6136363636363636
2966,gpt3.5_iter130,pino,pino di banks,19,0.5909090909090908
2967,gpt3.5_iter130,pino,pino di torrey,20,0.5681818181818181
2968,gpt3.5_iter130,pino,pino di florida,21,0.5454545454545454
2969,gpt3.5_iter130,pino,pino di ocote,22,0.5227272727272727
2970,gpt3.5_iter130,pino,pino di huon,23,0.5
2971,gpt3.5_iter130,pino,pino di wollemi,24,0.4772727272727273
2972,gpt3.5_iter130,pino,pino di norfolk island,25,0.4545454545454546
2973,gpt3.5_iter130,pino,pino di khasi,26,0.43181818181818177
2974,gpt3.5_iter130,pino,pino di parana,27,0.40909090909090906
2975,gpt3.5_iter130,pino,pino di caribaea,28,0.38636363636363635
2976,gpt3.5_iter130,pino,pino di loblolly,29,0.36363636363636365
2977,gpt3.5_iter130,pino,pino di slash,30,0.34090909090909094
2978,gpt3.5_iter130,pino,pino di radiata,31,0.31818181818181823
2979,gpt3.5_iter130,pino,pino di longleaf,32,0.2954545454545454
2980,gpt3.5_iter130,pino,pino di shortleaf,33,0.2727272727272727
2981,gpt3.5_iter130,pino,pino di virginia,34,0.25
2982,gpt3.5_iter130,pino,pino di sand,35,0.2272727272727273
2983,gpt3.5_iter130,pino,pino di sugar,36,0.20454545454545459
2984,gpt3.5_iter130,pino,pino di pitch,37,0.18181818181818177
2985,gpt3.5_iter130,pino,pino di pond,38,0.15909090909090906
2986,gpt3.5_iter130,pino,pino di table mountain,39,0.13636363636363635
2987,gpt3.5_iter130,pino,pino di knobcone,40,0.11363636363636365
2988,gpt3.5_iter130,pino,pino di foxtail,41,0.09090909090909094
2989,gpt3.5_iter130,pino,pino di chir,42,0.06818181818181823
2990,gpt3.5_iter130,pino,pino di balfour,43,0.045454545454545414
2991,gpt3.5_iter130,pino,pino di montez,44,0.022727272727272707
2992,gpt3.5_iter131,pizza,margherita,1,1.0
